id,pkg,func
116,net,(net.IP).String
477,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.pruneSet
549,os,os.IsNotExist
1088,shared,(*go/types.Const).setOrder
1419,shared,(*net/http.Header).writeSubset
368,shared,(*github.com/muesli/termenv.Profile).FromColor
567,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.getNodeInfo
587,shared,(*net.IP).IsUnspecified
742,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).StrikethroughSpaces
925,github.com/picatz/taint,github.com/picatz/taint.checkSSAValue
1180,go/token,(go/token.Pos).IsValid
1358,shared,(context.Context).Value
1451,go/types,(go/types.goVersion).isValid
649,go/types,(go/types.TypeAndValue).IsNil
1051,go/types,(go/types.termlist).equal
1484,shared,(*github.com/charmbracelet/lipgloss.Style).PaddingRight
1532,shared,(*go/types.TypeAndValue).Addressable
161,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetVerticalPadding
372,shared,(*go/types.PkgName).Pkg
517,net,(net.IP).IsGlobalUnicast
822,shared,(*github.com/charmbracelet/lipgloss.Style).GetFaint
1223,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.getAllFunctionNames
1225,go/types,(go/types.TypeAndValue).HasOk
1559,regexp,(*regexp.Regexp).MatchString
323,github.com/go-git/go-git/v5,github.com/go-git/go-git/v5.init
442,github.com/picatz/taint/callgraphutil,(github.com/picatz/taint/callgraphutil.Path).String
616,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderBackground
1089,shared,(*github.com/muesli/termenv.Style).Styled
1387,shared,(*github.com/charmbracelet/lipgloss.Style).Border
1433,shared,(*github.com/charmbracelet/lipgloss.Style).Margin
339,crypto,(crypto.Hash).Size
347,github.com/muesli/termenv,(github.com/muesli/termenv.Profile).Name
461,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.WithLogger
858,time,(time.Time).Before
1235,go/token,(go/token.Token).IsOperator
1537,shared,(*golang.org/x/tools/go/ssa.Alloc).setBlock
134,go/types,(*go/types.object).Name
288,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.InstructionsFor$1
304,shared,(*time.Time).Hour
1192,time,time.Since
1236,shared,(*go/types.Const).Pos
1428,golang.org/x/term,(*golang.org/x/term.Terminal).SetSize
1553,shared,(*go/types.Label).Pos
9,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.startShell
944,shared,(*github.com/charmbracelet/lipgloss.Style).applyBorder
1095,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).styleBorder
1282,math/big,(math/big.nat).make
384,shared,(*go/types.PkgName).Name
709,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).BorderTopForeground
729,net/textproto,(net/textproto.MIMEHeader).Set
926,shared,(*github.com/charmbracelet/lipgloss.Style).GetTransform
1447,shared,(*github.com/charmbracelet/lipgloss.props).unset
1459,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetAlignHorizontal
1496,math/big,(math/big.nat).sub
582,time,(time.Weekday).String
589,shared,(*github.com/charmbracelet/lipgloss.Style).MarginBottom
722,shared,(*github.com/picatz/taint/callgraphutil.Paths).Shortest
878,shared,(*go/types.Const).Id
980,shared,(*go/types.PkgName).Id
1401,shared,(*golang.org/x/tools/go/ssa.BuilderMode).Get
95,sync,sync.init
123,github.com/picatz/taint,github.com/picatz/taint.NewSinks
405,shared,(*math/big.nat).modInverse
441,shared,(*github.com/picatz/taint/callgraphutil.Path).String
472,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.NewVulncheckCallGraph
475,golang.org/x/tools/go/ssa/ssautil,golang.org/x/tools/go/ssa/ssautil.AllFunctions
514,shared,(*time.Time).Round
727,github.com/muesli/termenv,(github.com/muesli/termenv.Output).TemplateFuncs
182,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.CallCommon).Signature
188,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.processFunctionArguments
596,github.com/picatz/taint/cmd/taint/example,github.com/picatz/taint/cmd/taint/example.main$1
604,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetVerticalBorderSize
726,shared,(*github.com/muesli/termenv.Output).TemplateFuncs
834,math/big,(math/big.nat).and
1122,shared,(*go/types.Label).order
1311,github.com/muesli/termenv,(github.com/muesli/termenv.Output).EnableMousePress
166,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderBottom
212,strings,strings.HasSuffix
357,github.com/picatz/taint,github.com/picatz/taint.walkSSA
492,shared,(*golang.org/x/tools/go/ssa.FieldAddr).setPos
498,github.com/muesli/termenv,(github.com/muesli/termenv.Output).termStatusReport
503,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetWidth
612,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).PaddingTop
715,math/big,(math/big.nat).convertWords
139,shared,(golang.org/x/tools/go/ssa.Value).Type
539,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.init$2
634,math/big,(math/big.nat).lsh
754,math/big,(math/big.nat).subMod2N
951,shared,(*time.Time).appendFormatRFC3339
954,shared,(*math/big.nat).set
1045,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetMarginLeft
1059,shared,(*github.com/charmbracelet/lipgloss.Style).MaxHeight
11,bufio,bufio.NewWriter
82,strings,strings.ToLower
353,shared,(*net.IP).AppendText
543,strings,strings.TrimPrefix
786,math/big,(math/big.nat).String
1087,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Value
1340,shared,(*github.com/charmbracelet/lipgloss.Style).GetFrameSize
1416,shared,(*math/big.nat).isPow2
106,github.com/muesli/termenv,(github.com/muesli/termenv.Output).CursorBack
189,shared,(*go/types.termlist).norm
364,shared,(*github.com/charmbracelet/lipgloss.Style).MarginBackground
623,github.com/go-git/go-git/v5,github.com/go-git/go-git/v5.PlainOpen
1073,shared,(*github.com/charmbracelet/lipgloss.Style).MaxWidth
1141,go/types,(*go/types.Named).NumMethods
1184,shared,(*github.com/charmbracelet/lipgloss.Style).GetPaddingLeft
1217,net/http,(net/http.Header).Write
38,shared,(*net.IP).To16
653,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderRightSize
776,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderTopForeground
1205,shared,(*time.Time).YearDay
1327,shared,(*golang.org/x/tools/go/callgraph.Edge).Description
1421,shared,(*time.Time).AppendBinary
1006,shared,(*math/big.nat).rsh
1039,shared,(*github.com/muesli/termenv.Output).SetWindowTitle
1096,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetBorderTop
1230,shared,(*time.Time).locabs
1406,github.com/muesli/termenv,(github.com/muesli/termenv.Output).CursorDown
1520,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.FreeVar).Parent
83,shared,(*github.com/charmbracelet/lipgloss.Style).GetStrikethroughSpaces
381,strings,strings.Replace
845,shared,(*go/types.Func).cmp
1046,shared,(*net.IP).IsLinkLocalMulticast
1084,shared,(*github.com/muesli/termenv.Output).CursorUp
1321,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.PathsSearchCallToAdvancedWithStrategy
286,shared,(golang.org/x/tools/go/ssa.Instruction).Pos
422,time,(time.Time).MarshalBinary
559,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Package).Build
583,shared,(*github.com/charmbracelet/lipgloss.Style).GetHorizontalFrameSize
590,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).MarginBottom
674,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Function).DomPreorder
711,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetItalic
885,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderBottomForeground
340,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderLeftSize
391,shared,(*net/http.Header).WriteSubset
523,shared,(*github.com/muesli/termenv.Output).String
1076,github.com/muesli/termenv,(github.com/muesli/termenv.Style).Overline
1131,net/textproto,(net/textproto.MIMEHeader).Del
1163,shared,(*github.com/charmbracelet/lipgloss.Style).Underline
1164,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Underline
1229,shared,(github.com/muesli/termenv.Output).Name
22,shared,(*github.com/charmbracelet/lipgloss.Style).GetMarginRight
208,github.com/picatz/taint/sql/injection,github.com/picatz/taint/sql/injection.imports
275,shared,(go/types.Type).String
281,go/types,(*go/types.object).order
818,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderForeground
1320,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Align
1458,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetAlignHorizontal
37,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetMarginBottom
317,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.init
642,time,(time.Time).Truncate
769,net/url,(net/url.Values).Get
966,github.com/muesli/termenv,(github.com/muesli/termenv.Output).DisableMouseCellMotion
994,time,(time.Time).UnixNano
1146,shared,(*crypto.Hash).String
1161,time,(time.Duration).Seconds
168,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetReverse
204,time,(time.absYday).yday
267,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).isSet
570,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetPaddingBottom
694,github.com/muesli/termenv,(github.com/muesli/termenv.Output).ShowCursor
1172,time,(time.Time).Month
1362,shared,(*time.absMonth).month
1444,time,(time.Time).In
300,strings,(*strings.Builder).WriteString
782,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Transform
931,github.com/muesli/termenv,(github.com/muesli/termenv.Style).Background
1224,shared,(*go/types.TypeAndValue).HasOk
1371,math/big,(math/big.nat).trailingZeroBits
1374,math/big,(math/big.nat).divBasic
1505,shared,(*github.com/muesli/termenv.Output).FromColor
868,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Copy
1249,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBackground
1415,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).BorderLeftForeground
1478,shared,(*github.com/muesli/termenv.Output).ChangeScrollingRegion
1525,shared,(*crypto/x509.OID).toASN1OID
113,shared,(*time.Month).String
152,github.com/picatz/taint/cmd/taint,(*github.com/picatz/taint/cmd/taint.command).nRequiredArgs
386,math/big,(math/big.nat).bitLen
474,golang.org/x/tools/go/callgraph/cha,golang.org/x/tools/go/callgraph/cha.CallGraph
669,shared,(*github.com/charmbracelet/lipgloss.Style).applyMargins
718,shared,(*go/types.Var).Name
1042,shared,(*math/big.nat).norm
1549,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetPaddingLeft
62,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.highlightNode
593,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.Logger).Trace
650,shared,(*github.com/muesli/termenv.Output).InsertLines
849,time,(time.Time).UnixMicro
1273,github.com/muesli/termenv,(github.com/muesli/termenv.Output).backgroundColor
1369,encoding/asn1,(encoding/asn1.BitString).RightAlign
1434,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Margin
1464,shared,(*github.com/charmbracelet/lipgloss.Style).GetAlign
1104,shared,(*go/token.Token).Precedence
1370,shared,(*math/big.nat).trailingZeroBits
138,golang.org/x/tools/go/callgraph,golang.org/x/tools/go/callgraph.AddEdge
917,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.init$8
943,math/big,(math/big.nat).probablyPrimeLucas
983,github.com/picatz/taint/xss,github.com/picatz/taint/xss.run
282,github.com/picatz/taint,github.com/picatz/taint.findAllCallSitePaths
314,github.com/muesli/termenv,(github.com/muesli/termenv.Profile).Convert
536,shared,(*github.com/muesli/termenv.Style).CrossOut
548,os,os.Stat
1118,shared,(*crypto/x509.ExtKeyUsage).OID
47,go/types,(*go/types.object).Parent
192,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).maybeConvertTabs
563,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.WriteCSV
620,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.register).Referrers
651,github.com/muesli/termenv,(github.com/muesli/termenv.Output).InsertLines
1136,shared,(*net.IP).MarshalText
1212,math/big,(math/big.nat).setBytes
141,go/types,(*go/types.object).Pkg
287,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Function).String
354,net,(net.IP).AppendText
841,go/types,(go/types.TypeAndValue).Assignable
891,shared,(*github.com/charmbracelet/lipgloss.Style).GetHorizontalMargins
989,shared,(*net/url.Values).Set
1269,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetHorizontalPadding
1325,math/big,(math/big.nat).or
8,github.com/muesli/termenv,(github.com/muesli/termenv.Output).RestoreScreen
115,shared,(*net.IP).String
531,math/big,(math/big.nat).setUint64
982,time,(time.Duration).Nanoseconds
1338,shared,(*net.IP).appendTo
1386,github.com/muesli/termenv,(github.com/muesli/termenv.Output).ClearLine
427,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetStrikethroughSpaces
510,shared,(*math/big.nat).utoa
571,shared,(*go/types.Var).setOrder
756,time,(time.Time).MarshalText
1244,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).BorderStyle
24,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.CreateMultiRootCallGraph
142,golang.org/x/tools/go/types/typeutil,(*golang.org/x/tools/go/types/typeutil.MethodSetCache).MethodSet
501,shared,(*net.IP).IsLoopback
655,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.PathsSearchCallToPartial
963,go/types,(go/types.termlist).isAll
1167,net,(net.IPMask).String
1440,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.init$4$2
350,os,os.Getenv
504,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetWidth
573,github.com/picatz/taint/log/injection,github.com/picatz/taint/log/injection.imports
882,shared,(*time.Time).AppendFormat
998,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderTopForeground
1209,shared,(*math/big.nat).andNot
1431,shared,(*github.com/muesli/termenv.Output).EnableMouseAllMotion
270,shared,(*github.com/charmbracelet/lipgloss.Style).UnsetForeground
394,golang.org/x/tools/go/callgraph,(golang.org/x/tools/go/callgraph.Edge).String
779,shared,(*github.com/charmbracelet/lipgloss.Style).GetStrikethrough
1171,shared,(*time.Time).Month
1177,math/big,(math/big.nat).random
462,context,context.WithValue
799,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.FunctionMatcher).Match
1267,github.com/muesli/termenv,(github.com/muesli/termenv.Style).Italic
661,os,os.Exit
714,shared,(*math/big.nat).convertWords
999,shared,(*crypto/tls.CurveID).String
1117,github.com/muesli/termenv,(github.com/muesli/termenv.Style).Blink
1206,time,(time.Time).YearDay
1318,math/big,(math/big.nat).expNN
1404,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetPaddingRight
402,time,(time.Time).Year
766,shared,(*net/url.Values).Del
1307,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetMaxHeight
1467,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderRightBackground
268,shared,(*math/big.Accuracy).String
380,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.WriteDOT$1
1078,shared,(*go/types.TypeAndValue).IsBuiltin
1295,go/types,(*go/types.environment).lookup
1441,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.init$4$1
206,net,(net.IP).Equal
601,shared,(*github.com/muesli/termenv.Output).ClearScreen
721,shared,(*go/types.TypeName).Pos
1022,time,(time.Time).appendTo
1237,shared,(*net/http.Header).Del
1398,shared,(*golang.org/x/tools/go/ssa.Call).Type
120,golang.org/x/tools/go/analysis/passes/buildssa,golang.org/x/tools/go/analysis/passes/buildssa.init
1017,shared,(*github.com/charmbracelet/lipgloss.Style).GetAlignVertical
1030,shared,(*go/types.TypeName).Id
1086,shared,(*github.com/charmbracelet/lipgloss.Style).Value
1097,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).UnsetBorderTop
144,go/types,(*go/types.Selection).Type
521,shared,(*github.com/charmbracelet/lipgloss.Style).TabWidth
554,golang.org/x/tools/go/packages,(golang.org/x/tools/go/packages.Error).Error
922,shared,(*internal/poll.FD).init
929,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetReverse
1070,shared,(*go/types.Builtin).Parent
1200,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.NewFunctionMatcher
1303,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).ColorWhitespace
249,go/types,(*go/types.object).Exported
336,shared,(*math/big.nat).divLarge
677,github.com/picatz/taint/callgraphutil,(*github.com/picatz/taint/callgraphutil.Logger).Step
747,net/http,net/http.init
792,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Height
871,time,(time.Time).Sub
1360,shared,(*math/big.nat).setWord
1560,shared,(*crypto.Hash).New
377,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.PathsSearchCallToWithMatcher
576,shared,(*golang.org/x/tools/go/ssa.Call).setPos
585,shared,(*crypto/x509.KeyUsage).String
629,math/big,(math/big.nat).probablyPrimeMillerRabin
1198,shared,(*time.Time).IsZero
1461,encoding/asn1,(encoding/asn1.ObjectIdentifier).String
565,encoding/csv,(*encoding/csv.Writer).Flush
826,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetBorderLeft
1053,shared,(*golang.org/x/tools/go/ssa.Call).Block
1430,shared,(*golang.org/x/tools/go/ssa.FieldAddr).Type
1483,time,(time.Time).appendStrictRFC3339
1562,shared,(*github.com/muesli/termenv.Output).WriteString
207,github.com/picatz/taint/sql/injection,github.com/picatz/taint/sql/injection.run
328,shared,(*time.Time).Zone
522,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).TabWidth
1333,crypto/x509,(crypto/x509.OID).AppendBinary
1379,shared,(*github.com/muesli/termenv.Output).RestoreCursorPosition
1388,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Border
65,shared,(*go/types.Func).setParent
88,encoding/csv,encoding/csv.init
334,shared,(*go/types.termlist).isEmpty
398,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).PaddingBottom
1569,github.com/picatz/taint/cmd/sqli,github.com/picatz/taint/cmd/sqli.main
57,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.getAllFunctionsCached$2
193,github.com/picatz/taint/cmd/xss,github.com/picatz/taint/cmd/xss.main
279,go/ast,(go/ast.ObjKind).String
516,shared,(*net.IP).IsGlobalUnicast
525,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.clearScreen
591,github.com/picatz/taint/callgraphutil,github.com/picatz/taint/callgraphutil.NewGraphWithContext$2
648,shared,(*go/types.TypeAndValue).IsNil
668,shared,(github.com/muesli/termenv.Output).String
561,golang.org/x/tools/go/ssa/ssautil,golang.org/x/tools/go/ssa/ssautil.MainPackages
699,github.com/picatz/taint/sql/injection,github.com/picatz/taint/sql/injection.imports$1
955,math/big,(math/big.nat).set
1142,go/types,(*go/types.Named).Method
515,time,(time.Time).Round
758,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).Inherit
899,github.com/picatz/taint/cmd/taint,(github.com/picatz/taint/cmd/taint.commands).eval$1
1293,net/http,(net/http.Header).Clone
1314,shared,(*github.com/charmbracelet/lipgloss.Style).Padding
1382,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).getAsPosition
1501,shared,(*github.com/muesli/termenv.Output).SetCursorColor
201,shared,(*github.com/muesli/termenv.Output).EnableMouseCellMotion
239,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).BorderForeground
524,github.com/muesli/termenv,(github.com/muesli/termenv.Profile).String
544,strings,strings.Split
870,shared,(*time.Time).Sub
898,github.com/muesli/termenv,(github.com/muesli/termenv.Output).CursorForward
1350,shared,(*go/types.Checker).lookupScope
1445,github.com/picatz/taint/cmd/taint,github.com/picatz/taint/cmd/taint.init$2$1
40,shared,(*golang.org/x/tools/go/ssa.BuilderMode).String
362,golang.org/x/tools/go/ssa,(*golang.org/x/tools/go/ssa.Call).Common
415,shared,(*go/types.Const).setParent
470,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderTop
1285,shared,(*time.Time).ISOWeek
1393,time,(time.Time).Date
1442,shared,(*go/types.Builtin).setType
174,shared,(*github.com/charmbracelet/lipgloss.Style).Background
194,golang.org/x/tools/go/analysis/singlechecker,golang.org/x/tools/go/analysis/singlechecker.Main
414,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).BorderTopBackground
823,github.com/charmbracelet/lipgloss,(github.com/charmbracelet/lipgloss.Style).GetFaint
1109,crypto/x509,(crypto/x509.OID).String
1123,shared,(*time.Duration).Round
1197,go/types,(go/types.substMap).empty
1291,math/big,(math/big.nat).add
407,shared,(*github.com/charmbracelet/lipgloss.Style).GetTabWidth
444,github.com/picatz/taint/xss,github.com/picatz/taint/xss.hasHtmlEscape
481,github.com/muesli/termenv,(github.com/muesli/termenv.Output).DisableBracketedPaste
1279,shared,(*github.com/charmbracelet/lipgloss.Style).GetBorderTopBackground
